image_path,labels
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0668.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0669.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0670.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0671.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0672.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0673.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0674.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0675.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0676.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0677.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0678.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0679.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0680.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0681.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0682.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0683.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0684.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0685.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0686.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0687.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0688.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0689.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0690.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0691.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0692.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0693.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0694.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0695.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0696.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0697.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0698.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0699.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0700.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0701.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0702.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0703.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0704.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0705.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0706.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0707.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0708.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0709.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0710.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0711.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0712.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0713.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0714.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0715.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0716.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0717.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0718.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0719.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0720.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0721.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0722.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0723.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0724.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0725.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0726.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0727.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0728.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0729.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0730.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0731.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0732.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0733.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0734.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0735.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0736.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0737.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0738.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0739.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0740.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0741.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0742.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0743.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0744.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0745.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0746.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0747.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0748.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0749.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0750.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0751.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0752.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0753.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0754.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0755.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0756.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0757.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0758.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0759.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0760.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0761.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0762.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0763.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0764.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0765.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0766.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0767.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0768.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0769.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0770.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0771.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0772.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0773.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0774.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0775.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0776.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0777.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0778.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0779.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0780.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0781.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0782.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0783.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0784.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0785.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0786.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0787.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0788.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0789.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0790.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0791.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0792.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0793.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0794.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0795.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0796.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0797.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\Motorbikes\image_0798.jpg,Motorbikes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0001.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0002.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0003.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0004.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0005.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0006.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0007.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0008.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0009.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0010.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0011.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0012.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0013.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0014.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0015.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0016.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0017.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0018.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0019.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0020.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0021.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0022.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0023.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0024.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0025.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0026.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0027.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0028.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0029.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0030.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0031.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0032.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0033.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0034.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0035.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0036.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0037.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0038.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0039.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0040.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0041.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0042.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0043.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0044.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0045.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0046.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0047.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0048.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0049.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0050.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0051.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0052.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0053.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0054.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\nautilus\image_0055.jpg,nautilus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0001.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0002.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0003.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0004.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0005.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0006.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0007.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0008.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0009.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0010.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0011.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0012.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0013.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0014.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0015.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0016.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0017.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0018.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0019.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0020.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0021.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0022.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0023.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0024.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0025.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0026.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0027.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0028.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0029.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0030.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0031.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0032.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0033.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0034.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\octopus\image_0035.jpg,octopus
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0001.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0002.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0003.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0004.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0005.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0006.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0007.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0008.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0009.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0010.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0011.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0012.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0013.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0014.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0015.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0016.jpg,okapi
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\okapi\image_0017.jpg,okapi
